id,firstname,lastname,email,BirthDate,campus,Academic_year,contract_type,Company,Level,global_mark,Graduated,Satisfaction,Salon_etudiant,Duree_embauche,Graduated,Satisfaction,Salon_etudiant,Duree_embauche
7220,Laurene,Klemperer,Laurene.Klemperer@supinfo.com,1996-05-20,Tours,2019-2020,1,EDF,Bsc,63.28,Non,87,Non,18,Non,87,Non,18
7221,Minne,Sancho,Minne.Sancho@supinfo.com,1998-03-13,Paris,2019-2020,2,Talan,Msc1,69.38,Non,86,Non,3,Non,86,Non,3
7222,Selma,Bashemeth,Selma.Bashemeth@supinfo.com,1996-06-28,Lyon,2019-2020,1,Capgemini,Msc2,56.24,Non,31,Oui,24,Non,31,Oui,24
7223,Melodie,Koziara,Melodie.Koziara@supinfo.com,1997-02-20,Tours,2019-2020,1,LCL,Msc2,54.35,Non,37,Oui,3,Non,37,Oui,3
7224,Amara,Tybald,Amara.Tybald@supinfo.com,1998-10-08,Lille,2019-2020,2,Carrefour,Bsc,49.5,Oui,14,Non,12,Oui,14,Non,12
7225,Elsie,Lay,Elsie.Lay@supinfo.com,1994-08-17,Lille,2019-2020,1,Capgemini,Msc2,75.36,Non,75,Oui,3,Non,75,Oui,3
7226,Ethel,Bearnard,Ethel.Bearnard@supinfo.com,1999-05-19,Paris,2019-2020,1,BNP Paribas,Bsc,85.67,Non,60,Non,3,Non,60,Non,3
7227,Peri,Pattin,Peri.Pattin@supinfo.com,1995-07-09,Paris,2019-2020,1,Engie,Msc1,35.59,Oui,62,Oui,3,Oui,62,Oui,3
7228,Perry,Junie,Perry.Junie@supinfo.com,1997-04-22,Paris,2019-2020,2,Talan,Msc2,94.86,Oui,72,Oui,18,Oui,72,Oui,18
7229,Lenna,Hamil,Lenna.Hamil@supinfo.com,1994-06-23,Caen,2019-2020,2,Amazon,Msc2,36.46,Oui,50,Oui,24,Oui,50,Oui,24
7230,Celestyna,Laurianne,Celestyna.Laurianne@supinfo.com,1999-11-25,Paris,2019-2020,1,Enedis,Msc2,85.18,Non,86,Oui,18,Non,86,Oui,18
7231,Robinia,Poppy,Robinia.Poppy@supinfo.com,1998-08-04,Lyon,2019-2020,1,Capgemini,Bsc,39.23,Non,23,Oui,3,Non,23,Oui,3
7232,Lexine,Wareing,Lexine.Wareing@supinfo.com,1996-04-06,Caen,2019-2020,1,Capgemini,Msc2,41.05,Oui,68,Oui,24,Oui,68,Oui,24
7233,Andeee,Japeth,Andeee.Japeth@supinfo.com,1996-04-23,Lille,2019-2020,2,Talan,Bsc,95.59,Non,7,Oui,6,Non,7,Oui,6
7234,Nonnah,Stover,Nonnah.Stover@supinfo.com,1995-12-17,Lille,2019-2020,1,Engie,Bsc,33.96,Oui,59,Non,6,Oui,59,Non,6
7235,Tilly,Buffum,Tilly.Buffum@supinfo.com,1994-02-09,Lille,2019-2020,1,Enedis,Bsc,49.65,Non,43,Oui,18,Non,43,Oui,18
7236,Mahalia,Brunell,Mahalia.Brunell@supinfo.com,1996-06-03,Caen,2019-2020,2,Amazon,Msc2,63.77,Oui,20,Non,12,Oui,20,Non,12
7237,Dione,Rebecka,Dione.Rebecka@supinfo.com,1998-10-08,Caen,2019-2020,2,EDF,Msc1,64.44,Oui,49,Non,18,Oui,49,Non,18
7238,Charissa,Cosenza,Charissa.Cosenza@supinfo.com,1997-11-17,Lille,2019-2020,2,Engie,Bsc,50.3,Oui,88,Oui,18,Oui,88,Oui,18
7239,Tera,Alva,Tera.Alva@supinfo.com,1994-01-14,Lyon,2019-2020,1,Amazon,Msc1,70.93,Non,10,Oui,12,Non,10,Oui,12
7240,Donnie,Devlen,Donnie.Devlen@supinfo.com,1994-09-29,Tours,2019-2020,1,Capgemini,Msc1,38.96,Non,16,Oui,18,Non,16,Oui,18
7241,Madelle,Bakerman,Madelle.Bakerman@supinfo.com,1998-03-21,Lyon,2019-2020,1,Enedis,Msc1,88.38,Non,53,Oui,12,Non,53,Oui,12
7242,Pamella,Nisbet,Pamella.Nisbet@supinfo.com,1996-10-23,Lille,2019-2020,1,LCL,Msc1,71.59,Non,42,Oui,24,Non,42,Oui,24
7243,Odessa,Dash,Odessa.Dash@supinfo.com,1998-01-05,Caen,2019-2020,2,EDF,Msc2,44.66,Non,18,Oui,6,Non,18,Oui,6
7244,Annice,Schenck,Annice.Schenck@supinfo.com,1997-07-26,Lyon,2019-2020,2,BNP Paribas,Msc2,55.14,Oui,67,Oui,3,Oui,67,Oui,3
7245,Carilyn,Merell,Carilyn.Merell@supinfo.com,1995-10-07,Paris,2019-2020,1,Enedis,Msc1,84.81,Non,73,Oui,24,Non,73,Oui,24
7246,Sallie,Fleeta,Sallie.Fleeta@supinfo.com,1996-05-26,Lille,2019-2020,2,LCL,Bsc,63.47,Oui,45,Non,18,Oui,45,Non,18
7247,Roslyn,Marcellus,Roslyn.Marcellus@supinfo.com,1994-10-14,Lille,2019-2020,1,Talan,Bsc,52.78,Non,30,Oui,24,Non,30,Oui,24
7248,Drucie,Verger,Drucie.Verger@supinfo.com,1994-02-24,Caen,2019-2020,1,SNCF,Msc2,76.68,Oui,90,Non,18,Oui,90,Non,18
7249,Gui,McLaughlin,Gui.McLaughlin@supinfo.com,1998-06-25,Tours,2019-2020,1,RTE,Bsc,61.02,Non,62,Non,3,Non,62,Non,3
7250,Livvyy,Dannye,Livvyy.Dannye@supinfo.com,1998-05-10,Tours,2019-2020,1,RTE,Bsc,44.68,Non,100,Non,18,Non,100,Non,18
7251,Charissa,Japeth,Charissa.Japeth@supinfo.com,1998-03-30,Paris,2019-2020,1,Carrefour,Bsc,34.34,Oui,23,Non,18,Oui,23,Non,18
7252,Tarra,Junie,Tarra.Junie@supinfo.com,1994-03-09,Lyon,2019-2020,1,Amazon,Msc2,52.48,Oui,55,Non,18,Oui,55,Non,18
7253,Drucie,Doig,Drucie.Doig@supinfo.com,1995-11-10,Tours,2019-2020,2,Talan,Msc2,41.55,Oui,53,Oui,24,Oui,53,Oui,24
7254,Evaleen,Buffum,Evaleen.Buffum@supinfo.com,1999-10-30,Lyon,2019-2020,1,LCL,Msc1,58.02,Non,73,Oui,3,Non,73,Oui,3
7255,Linet,Oscar,Linet.Oscar@supinfo.com,1995-09-09,Paris,2019-2020,1,Enedis,Msc2,64.1,Non,47,Non,24,Non,47,Non,24
7256,Rosabelle,Deny,Rosabelle.Deny@supinfo.com,1997-06-29,Tours,2019-2020,1,Amazon,Bsc,65.09,Non,39,Non,12,Non,39,Non,12
7257,Latisha,Callista,Latisha.Callista@supinfo.com,1997-03-09,Caen,2019-2020,2,Enedis,Msc2,50.68,Oui,80,Oui,6,Oui,80,Oui,6
7258,Maisey,Marijo,Maisey.Marijo@supinfo.com,1997-03-31,Caen,2019-2020,1,SNCF,Bsc,82.7,Non,87,Oui,18,Non,87,Oui,18
7259,Kathy,Ardeha,Kathy.Ardeha@supinfo.com,1995-04-21,Lille,2019-2020,1,SNCF,Bsc,94.55,Non,87,Non,6,Non,87,Non,6
7260,Britni,Izaak,Britni.Izaak@supinfo.com,1997-05-17,Caen,2019-2020,1,Capgemini,Msc2,52.8,Oui,90,Non,6,Oui,90,Non,6
7261,Orsola,Chapland,Orsola.Chapland@supinfo.com,1997-10-31,Paris,2019-2020,2,Capgemini,Bsc,35.33,Non,89,Non,12,Non,89,Non,12
7262,Johna,Roche,Johna.Roche@supinfo.com,1994-06-02,Paris,2019-2020,1,Amazon,Msc1,86.55,Oui,35,Non,18,Oui,35,Non,18
7263,Clo,Pip,Clo.Pip@supinfo.com,1998-01-08,Lyon,2019-2020,1,Capgemini,Msc2,49.36,Oui,18,Oui,6,Oui,18,Oui,6
7264,Carlie,Clara,Carlie.Clara@supinfo.com,1995-07-19,Tours,2019-2020,1,LCL,Msc2,81,Oui,40,Non,6,Oui,40,Non,6
7265,Arabel,Weitman,Arabel.Weitman@supinfo.com,1999-01-06,Paris,2019-2020,1,Talan,Msc2,81.44,Oui,70,Oui,18,Oui,70,Oui,18
7266,Anica,Zitvaa,Anica.Zitvaa@supinfo.com,1999-08-07,Paris,2019-2020,1,LCL,Msc2,59.3,Non,85,Non,3,Non,85,Non,3
7267,Tonia,Shama,Tonia.Shama@supinfo.com,1998-07-27,Lille,2019-2020,1,LCL,Msc2,95.52,Oui,46,Non,6,Oui,46,Non,6
7268,Fred,Dawkins,Fred.Dawkins@supinfo.com,1998-12-29,Paris,2019-2020,2,RTE,Msc1,56.84,Non,26,Non,3,Non,26,Non,3
7269,Wynne,Millda,Wynne.Millda@supinfo.com,1998-09-01,Caen,2019-2020,2,Engie,Bsc,30.19,Oui,44,Non,3,Oui,44,Non,3
7270,Fredericka,Ezar,Fredericka.Ezar@supinfo.com,1999-01-19,Tours,2019-2020,1,BNP Paribas,Msc2,74.3,Oui,62,Oui,18,Oui,62,Oui,18
7271,Jorry,Yam,Jorry.Yam@supinfo.com,1995-04-18,Lille,2019-2020,2,EDF,Msc1,37.81,Non,21,Oui,6,Non,21,Oui,6
7272,Margarette,Norrie,Margarette.Norrie@supinfo.com,1996-11-17,Tours,2019-2020,2,Enedis,Msc2,56.83,Oui,55,Oui,24,Oui,55,Oui,24
7273,Candy,Pauly,Candy.Pauly@supinfo.com,1994-04-29,Lyon,2019-2020,1,LCL,Msc1,78.12,Oui,98,Oui,3,Oui,98,Oui,3
7274,Jillayne,Graig,Jillayne.Graig@supinfo.com,1997-08-25,Lyon,2019-2020,1,BNP Paribas,Msc2,79.19,Non,4,Oui,12,Non,4,Oui,12
7275,Jany,Raseda,Jany.Raseda@supinfo.com,1994-08-12,Tours,2019-2020,1,BNP Paribas,Msc1,79.03,Oui,16,Oui,18,Oui,16,Oui,18
7276,Fina,Marisa,Fina.Marisa@supinfo.com,1994-05-15,Lille,2019-2020,1,EDF,Msc2,72.29,Oui,63,Oui,12,Oui,63,Oui,12
7277,Candi,Wallis,Candi.Wallis@supinfo.com,1999-07-08,Paris,2019-2020,1,Enedis,Msc1,46.26,Non,11,Non,18,Non,11,Non,18
7278,Kalina,Dituri,Kalina.Dituri@supinfo.com,1994-08-28,Lille,2019-2020,2,LCL,Msc2,70.01,Non,7,Oui,24,Non,7,Oui,24
7279,Nannie,Aaberg,Nannie.Aaberg@supinfo.com,1999-01-19,Caen,2019-2020,2,EDF,Msc1,57.55,Oui,37,Non,24,Oui,37,Non,24
7280,Kore,Casimir,Kore.Casimir@supinfo.com,1996-10-02,Paris,2019-2020,2,BNP Paribas,Msc2,78.71,Non,0,Non,6,Non,0,Non,6
7281,Marleah,Seumas,Marleah.Seumas@supinfo.com,1997-07-04,Tours,2019-2020,1,LCL,Bsc,60.2,Non,12,Oui,3,Non,12,Oui,3
7282,Joleen,Philipp,Joleen.Philipp@supinfo.com,1998-03-04,Paris,2019-2020,1,BNP Paribas,Msc2,48.88,Oui,30,Oui,3,Oui,30,Oui,3
7283,Konstance,Kellby,Konstance.Kellby@supinfo.com,1995-03-05,Tours,2019-2020,1,Amazon,Msc2,88.16,Non,29,Non,18,Non,29,Non,18
7284,Marti,Connelly,Marti.Connelly@supinfo.com,1996-12-21,Lille,2019-2020,1,Enedis,Bsc,46.84,Non,4,Non,3,Non,4,Non,3
7285,Monika,Pascia,Monika.Pascia@supinfo.com,1997-08-12,Caen,2019-2020,2,BNP Paribas,Bsc,90.33,Oui,31,Oui,3,Oui,31,Oui,3
7286,Esmeralda,Frodi,Esmeralda.Frodi@supinfo.com,1998-04-26,Paris,2019-2020,1,Capgemini,Msc1,81.11,Non,60,Oui,24,Non,60,Oui,24
7287,Lesly,Garbe,Lesly.Garbe@supinfo.com,1994-06-13,Lille,2019-2020,2,Amazon,Msc2,75.85,Non,35,Oui,12,Non,35,Oui,12
7288,Dorene,Remmer,Dorene.Remmer@supinfo.com,1997-07-11,Lyon,2019-2020,1,Amazon,Msc1,78.05,Non,23,Oui,3,Non,23,Oui,3
7289,Dari,Sidonius,Dari.Sidonius@supinfo.com,1997-04-13,Paris,2019-2020,2,Amazon,Bsc,41.81,Oui,79,Oui,12,Oui,79,Oui,12
7290,Penelopa,Viddah,Penelopa.Viddah@supinfo.com,1994-02-17,Caen,2019-2020,2,Capgemini,Bsc,81.61,Non,71,Oui,24,Non,71,Oui,24
7291,Nicoli,Berne,Nicoli.Berne@supinfo.com,1999-10-13,Caen,2019-2020,2,RTE,Bsc,49.89,Non,4,Oui,12,Non,4,Oui,12
7292,Libbie,Koziara,Libbie.Koziara@supinfo.com,1994-04-16,Paris,2019-2020,2,Enedis,Bsc,45.66,Non,40,Non,18,Non,40,Non,18
7293,Binny,Vorster,Binny.Vorster@supinfo.com,1996-05-28,Lyon,2019-2020,1,LCL,Msc2,74.5,Oui,26,Oui,18,Oui,26,Oui,18
7294,Micheline,Wilkinson,Micheline.Wilkinson@supinfo.com,1995-04-25,Tours,2019-2020,1,LCL,Msc1,66.96,Oui,68,Oui,12,Oui,68,Oui,12
7295,Shirlee,Emmy,Shirlee.Emmy@supinfo.com,1997-06-27,Lyon,2019-2020,2,LCL,Msc1,83.31,Oui,8,Oui,12,Oui,8,Oui,12
7296,Eolanda,Tomasina,Eolanda.Tomasina@supinfo.com,1997-03-28,Caen,2019-2020,2,BNP Paribas,Bsc,58.21,Oui,20,Oui,24,Oui,20,Oui,24
7297,Rhea,Anderea,Rhea.Anderea@supinfo.com,1999-10-18,Tours,2019-2020,2,Enedis,Bsc,82.13,Oui,41,Non,12,Oui,41,Non,12
7298,Jillayne,Norrie,Jillayne.Norrie@supinfo.com,1999-09-02,Lyon,2019-2020,2,Carrefour,Msc2,48.05,Oui,67,Oui,3,Oui,67,Oui,3
7299,Vanessa,Sidonius,Vanessa.Sidonius@supinfo.com,1995-08-02,Lille,2019-2020,2,SNCF,Msc2,49.79,Oui,44,Non,24,Oui,44,Non,24
7300,Tressa,Hepsibah,Tressa.Hepsibah@supinfo.com,1997-12-14,Lille,2019-2020,1,BNP Paribas,Msc1,30.99,Oui,99,Oui,18,Oui,99,Oui,18
7301,Ada,Earlie,Ada.Earlie@supinfo.com,1997-12-25,Lyon,2019-2020,2,Engie,Bsc,58.59,Non,44,Oui,18,Non,44,Oui,18
7302,Adele,Honoria,Adele.Honoria@supinfo.com,1994-02-05,Lyon,2019-2020,1,Talan,Bsc,51.42,Oui,43,Non,12,Oui,43,Non,12
7303,Netty,Devlen,Netty.Devlen@supinfo.com,1996-11-17,Lyon,2019-2020,1,Engie,Msc1,85.48,Oui,46,Oui,12,Oui,46,Oui,12
7304,Starla,Iaverne,Starla.Iaverne@supinfo.com,1996-11-10,Tours,2019-2020,1,Amazon,Bsc,69.33,Oui,91,Non,6,Oui,91,Non,6
7305,Layla,Swanhildas,Layla.Swanhildas@supinfo.com,1995-06-07,Paris,2019-2020,2,LCL,Bsc,36.23,Non,38,Oui,18,Non,38,Oui,18
7306,Sibella,Gerge,Sibella.Gerge@supinfo.com,1999-08-09,Caen,2019-2020,2,Carrefour,Bsc,36.22,Non,74,Oui,12,Non,74,Oui,12
7307,Nanete,Minetta,Nanete.Minetta@supinfo.com,1998-10-12,Lyon,2019-2020,2,BNP Paribas,Msc1,84.69,Oui,88,Oui,6,Oui,88,Oui,6
7308,Berta,Astra,Berta.Astra@supinfo.com,1997-10-28,Caen,2019-2020,1,Engie,Msc2,40.18,Non,2,Oui,24,Non,2,Oui,24
7309,Teddie,Georas,Teddie.Georas@supinfo.com,1995-04-30,Paris,2019-2020,2,RTE,Bsc,86.57,Non,24,Non,6,Non,24,Non,6
7310,Queenie,Reneta,Queenie.Reneta@supinfo.com,1996-08-13,Lille,2019-2020,2,Capgemini,Msc1,54.98,Oui,88,Oui,12,Oui,88,Oui,12
7311,Linet,Michella,Linet.Michella@supinfo.com,1994-01-28,Caen,2019-2020,2,BNP Paribas,Msc1,38.8,Non,26,Oui,24,Non,26,Oui,24
7312,Merry,Phaidra,Merry.Phaidra@supinfo.com,1997-10-02,Caen,2019-2020,1,Amazon,Msc2,89.65,Non,51,Oui,3,Non,51,Oui,3
7313,Blake,Fry,Blake.Fry@supinfo.com,1998-05-27,Lille,2019-2020,2,BNP Paribas,Bsc,71.9,Non,82,Non,24,Non,82,Non,24
7314,Nyssa,Guthrie,Nyssa.Guthrie@supinfo.com,1994-03-19,Lille,2019-2020,1,SNCF,Msc1,58.7,Oui,17,Non,6,Oui,17,Non,6
7315,Berta,Lemuela,Berta.Lemuela@supinfo.com,1998-11-13,Lyon,2019-2020,2,LCL,Bsc,68.96,Oui,61,Oui,24,Oui,61,Oui,24
7316,Lynde,Korey,Lynde.Korey@supinfo.com,1994-04-03,Paris,2019-2020,1,Talan,Msc2,72.92,Non,62,Non,24,Non,62,Non,24
7317,Lolita,Maxi,Lolita.Maxi@supinfo.com,1999-12-17,Tours,2019-2020,1,Engie,Msc1,52.8,Non,24,Oui,12,Non,24,Oui,12
7318,Jany,Gamaliel,Jany.Gamaliel@supinfo.com,1999-07-14,Lille,2019-2020,1,LCL,Bsc,54.68,Non,61,Non,18,Non,61,Non,18
7319,Angelique,Valerio,Angelique.Valerio@supinfo.com,1997-08-10,Lille,2019-2020,1,Amazon,Msc2,76.85,Oui,53,Oui,3,Oui,53,Oui,3
7320,Gertrud,Nelsen,Gertrud.Nelsen@supinfo.com,1994-12-15,Paris,2019-2020,1,RTE,Msc1,39.28,Non,77,Oui,12,Non,77,Oui,12
7321,Norine,Toor,Norine.Toor@supinfo.com,1998-05-13,Paris,2019-2020,2,Amazon,Bsc,80.93,Non,19,Oui,3,Non,19,Oui,3
7322,Marline,Schonfeld,Marline.Schonfeld@supinfo.com,1997-02-15,Caen,2019-2020,2,SNCF,Msc1,88,Non,37,Oui,12,Non,37,Oui,12
7323,Wendi,Eben,Wendi.Eben@supinfo.com,1997-06-30,Lyon,2019-2020,2,SNCF,Msc2,76.68,Non,27,Oui,6,Non,27,Oui,6
7324,Gale,Corabella,Gale.Corabella@supinfo.com,1995-02-28,Lille,2019-2020,1,SNCF,Bsc,70.91,Oui,43,Oui,3,Oui,43,Oui,3
7325,Wynne,Constancy,Wynne.Constancy@supinfo.com,1996-11-20,Lille,2019-2020,1,SNCF,Msc2,42.21,Oui,29,Non,12,Oui,29,Non,12
7326,Amelia,Vilma,Amelia.Vilma@supinfo.com,1994-11-01,Paris,2019-2020,1,Carrefour,Msc2,34.39,Non,92,Oui,24,Non,92,Oui,24
7327,Agathe,Joseph,Agathe.Joseph@supinfo.com,1995-09-23,Lille,2019-2020,1,Capgemini,Bsc,48.26,Oui,24,Non,12,Oui,24,Non,12
7328,Ronna,Ax,Ronna.Ax@supinfo.com,1999-01-25,Lille,2019-2020,2,Carrefour,Msc2,82.32,Non,8,Non,18,Non,8,Non,18
7329,Gilligan,Alva,Gilligan.Alva@supinfo.com,1994-06-28,Paris,2019-2020,2,RTE,Bsc,63.04,Non,24,Oui,18,Non,24,Oui,18
7330,Dorothy,Couture,Dorothy.Couture@supinfo.com,1995-01-12,Tours,2019-2020,2,BNP Paribas,Bsc,33.42,Oui,39,Non,3,Oui,39,Non,3
7331,Judy,Peti,Judy.Peti@supinfo.com,1997-12-12,Lyon,2019-2020,2,SNCF,Msc1,83.57,Non,36,Oui,24,Non,36,Oui,24
7332,Rebeca,Penelopa,Rebeca.Penelopa@supinfo.com,1998-12-05,Tours,2019-2020,1,Enedis,Msc2,39.84,Oui,15,Oui,6,Oui,15,Oui,6
7333,Feliza,Liebermann,Feliza.Liebermann@supinfo.com,1994-03-30,Lyon,2019-2020,1,RTE,Bsc,73.13,Oui,58,Oui,18,Oui,58,Oui,18
7334,Noelle,Prouty,Noelle.Prouty@supinfo.com,1997-09-29,Lyon,2019-2020,1,Amazon,Msc2,64.37,Oui,83,Oui,3,Oui,83,Oui,3
7335,Frieda,Lemuela,Frieda.Lemuela@supinfo.com,1999-10-18,Paris,2019-2020,2,Engie,Msc2,37.74,Non,41,Non,24,Non,41,Non,24
7336,Celestyna,Maisey,Celestyna.Maisey@supinfo.com,1995-02-21,Lille,2019-2020,2,Amazon,Msc1,55.16,Oui,81,Oui,3,Oui,81,Oui,3
7337,Trixi,Wooster,Trixi.Wooster@supinfo.com,1996-03-09,Lyon,2019-2020,2,Engie,Msc1,73.26,Oui,83,Non,12,Oui,83,Non,12
7338,Paulita,Pillsbury,Paulita.Pillsbury@supinfo.com,1996-09-11,Lyon,2019-2020,1,Capgemini,Msc2,41.4,Non,38,Non,3,Non,38,Non,3
7339,Kristina,Girardo,Kristina.Girardo@supinfo.com,1998-02-14,Lyon,2019-2020,1,Enedis,Bsc,36.76,Non,31,Non,3,Non,31,Non,3
7340,Cyndie,Chinua,Cyndie.Chinua@supinfo.com,1994-12-19,Paris,2019-2020,1,RTE,Msc1,71.82,Oui,92,Non,12,Oui,92,Non,12
7341,Cristine,Saree,Cristine.Saree@supinfo.com,1996-05-10,Caen,2019-2020,1,Engie,Msc1,82.13,Non,22,Non,12,Non,22,Non,12
7342,Ileana,Cavan,Ileana.Cavan@supinfo.com,1997-02-11,Caen,2019-2020,2,RTE,Msc2,43.58,Oui,16,Oui,18,Oui,16,Oui,18
7343,Juliane,Philoo,Juliane.Philoo@supinfo.com,1999-04-14,Paris,2019-2020,1,Carrefour,Bsc,68.8,Non,68,Non,18,Non,68,Non,18
7344,Marguerite,Fax,Marguerite.Fax@supinfo.com,1994-08-26,Lille,2019-2020,2,RTE,Msc1,41.38,Non,17,Non,12,Non,17,Non,12
7345,Valera,Han,Valera.Han@supinfo.com,1996-07-16,Lille,2019-2020,2,Carrefour,Bsc,91.38,Non,49,Oui,18,Non,49,Oui,18
7346,Britni,Quent,Britni.Quent@supinfo.com,1996-02-02,Tours,2019-2020,1,Amazon,Bsc,72.16,Non,54,Non,18,Non,54,Non,18
7347,Justinn,Arne,Justinn.Arne@supinfo.com,1994-04-09,Tours,2019-2020,2,SNCF,Bsc,50.06,Oui,71,Oui,3,Oui,71,Oui,3
7348,Farrah,Brandice,Farrah.Brandice@supinfo.com,1998-11-18,Lyon,2019-2020,2,Carrefour,Msc2,77.58,Non,83,Oui,18,Non,83,Oui,18
7349,Gerianna,Lesley,Gerianna.Lesley@supinfo.com,1995-01-08,Tours,2019-2020,2,Amazon,Bsc,45,Non,2,Oui,6,Non,2,Oui,6
7350,Juliane,Haymes,Juliane.Haymes@supinfo.com,1999-10-15,Paris,2019-2020,2,RTE,Bsc,83.9,Non,8,Non,24,Non,8,Non,24
7351,Micheline,Dyche,Micheline.Dyche@supinfo.com,1994-01-15,Lyon,2019-2020,2,Enedis,Msc2,69.7,Oui,62,Oui,18,Oui,62,Oui,18
7352,Florie,Erlandson,Florie.Erlandson@supinfo.com,1995-02-18,Caen,2019-2020,2,Capgemini,Bsc,56.14,Oui,58,Non,3,Oui,58,Non,3
7353,Aigneis,Anestassia,Aigneis.Anestassia@supinfo.com,1995-03-10,Caen,2019-2020,2,Amazon,Bsc,38.26,Oui,13,Oui,6,Oui,13,Oui,6
7354,Tarra,Bow,Tarra.Bow@supinfo.com,1998-05-13,Caen,2019-2020,1,EDF,Msc1,93.23,Oui,86,Oui,3,Oui,86,Oui,3
7355,Aaren,Ehrman,Aaren.Ehrman@supinfo.com,1995-06-23,Paris,2019-2020,1,Amazon,Msc1,78.76,Non,88,Non,18,Non,88,Non,18
7356,Gale,Hachmin,Gale.Hachmin@supinfo.com,1996-07-27,Caen,2019-2020,1,BNP Paribas,Msc1,54.72,Oui,26,Non,12,Oui,26,Non,12
7357,Candy,Melan,Candy.Melan@supinfo.com,1997-05-19,Tours,2019-2020,2,Carrefour,Msc2,63.96,Oui,72,Oui,18,Oui,72,Oui,18
7358,Hayley,Croix,Hayley.Croix@supinfo.com,1996-12-29,Tours,2019-2020,1,LCL,Bsc,33.53,Oui,58,Non,3,Oui,58,Non,3
7359,Gwyneth,Turne,Gwyneth.Turne@supinfo.com,1997-01-19,Lille,2019-2020,1,RTE,Msc1,32.02,Non,30,Oui,12,Non,30,Oui,12
7360,Winifred,Belanger,Winifred.Belanger@supinfo.com,1997-09-22,Paris,2019-2020,1,RTE,Msc2,44.66,Oui,27,Non,6,Oui,27,Non,6
7361,Dominga,Natica,Dominga.Natica@supinfo.com,1994-07-22,Caen,2019-2020,1,Engie,Msc2,59.51,Non,60,Oui,24,Non,60,Oui,24
7362,Ericka,Grimbly,Ericka.Grimbly@supinfo.com,1996-07-14,Caen,2019-2020,1,Capgemini,Msc1,49.04,Oui,38,Oui,12,Oui,38,Oui,12
7363,Inga,Vernier,Inga.Vernier@supinfo.com,1997-07-22,Paris,2019-2020,2,Capgemini,Bsc,40.98,Non,30,Oui,12,Non,30,Oui,12
7364,Violet,Alfons,Violet.Alfons@supinfo.com,1998-03-14,Lille,2019-2020,2,Talan,Msc1,49.21,Oui,100,Oui,18,Oui,100,Oui,18
7365,Florencia,Vanni,Florencia.Vanni@supinfo.com,1998-12-04,Lille,2019-2020,2,Amazon,Bsc,54.27,Non,16,Oui,3,Non,16,Oui,3
7366,Courtnay,Natica,Courtnay.Natica@supinfo.com,1997-02-06,Tours,2019-2020,1,Carrefour,Bsc,84.68,Oui,80,Non,6,Oui,80,Non,6
7367,Mureil,Ajay,Mureil.Ajay@supinfo.com,1999-11-08,Lille,2019-2020,1,EDF,Msc2,87.68,Oui,3,Non,12,Oui,3,Non,12
7368,Kaia,Terencio,Kaia.Terencio@supinfo.com,1996-02-17,Caen,2019-2020,2,Capgemini,Bsc,46,Non,70,Oui,12,Non,70,Oui,12
7369,Tracey,Xerxes,Tracey.Xerxes@supinfo.com,1994-08-30,Tours,2019-2020,1,RTE,Bsc,67.75,Non,96,Oui,18,Non,96,Oui,18
7370,Ada,Edmund,Ada.Edmund@supinfo.com,1998-03-03,Lyon,2019-2020,2,BNP Paribas,Msc1,62.93,Non,63,Non,6,Non,63,Non,6
7371,Anestassia,Natalia,Anestassia.Natalia@supinfo.com,1998-11-14,Tours,2019-2020,1,Amazon,Bsc,38.4,Oui,1,Non,6,Oui,1,Non,6
7372,Helsa,Vale,Helsa.Vale@supinfo.com,1997-12-05,Lyon,2019-2020,1,RTE,Bsc,88.43,Oui,46,Oui,18,Oui,46,Oui,18
7373,Marylou,Thomasina,Marylou.Thomasina@supinfo.com,1995-06-09,Caen,2019-2020,1,Talan,Bsc,59.55,Non,80,Oui,6,Non,80,Oui,6
7374,Rivalee,Halla,Rivalee.Halla@supinfo.com,1998-03-15,Lyon,2019-2020,1,Amazon,Msc1,87.21,Non,10,Oui,12,Non,10,Oui,12
7375,Tonia,Corrine,Tonia.Corrine@supinfo.com,1997-10-28,Caen,2019-2020,2,EDF,Bsc,35.15,Oui,11,Oui,12,Oui,11,Oui,12
7376,Fanchon,Halsey,Fanchon.Halsey@supinfo.com,1995-04-05,Tours,2019-2020,2,Amazon,Bsc,80.83,Non,73,Oui,3,Non,73,Oui,3
7377,Madeleine,O'Rourke,Madeleine.O'Rourke@supinfo.com,1996-07-21,Caen,2019-2020,2,Capgemini,Msc1,33.01,Oui,93,Non,24,Oui,93,Non,24
7378,Blinni,Reinke,Blinni.Reinke@supinfo.com,1997-04-26,Lyon,2019-2020,1,SNCF,Msc1,39.79,Oui,85,Oui,6,Oui,85,Oui,6
7379,Leontine,McNully,Leontine.McNully@supinfo.com,1996-03-03,Lyon,2019-2020,1,RTE,Bsc,85.91,Non,48,Oui,3,Non,48,Oui,3
7380,Damaris,Stevy,Damaris.Stevy@supinfo.com,1996-05-03,Tours,2019-2020,2,LCL,Msc2,71.84,Non,95,Oui,12,Non,95,Oui,12
7381,Georgina,Granoff,Georgina.Granoff@supinfo.com,1999-01-18,Caen,2019-2020,1,Enedis,Msc1,61.3,Non,77,Non,6,Non,77,Non,6
