id,firstname,lastname,email,BirthDate,campus,Academic_year,contract_type,Company,Level,global_mark
6354,Marinna,Tannie,Marinna.Tannie@supinfo.com,1994-05-31,Paris,2019-2020,1,Carrefour,Msc1,40.36
6355,Ardenia,Alfons,Ardenia.Alfons@supinfo.com,1998-07-21,Caen,2019-2020,1,BNP Paribas,Msc2,74.02
6356,Glenda,Plato,Glenda.Plato@supinfo.com,1999-07-23,Caen,2019-2020,2,Carrefour,Msc2,78.71
6357,Olivette,Obed,Olivette.Obed@supinfo.com,1996-04-23,Lille,2019-2020,1,Enedis,Msc1,92.92
6358,Ninnetta,Auberbach,Ninnetta.Auberbach@supinfo.com,1995-12-05,Caen,2019-2020,2,EDF,Msc2,36.99
6359,Tressa,Barney,Tressa.Barney@supinfo.com,1995-09-07,Paris,2019-2020,1,EDF,Msc1,64.28
6360,Orsola,Brodench,Orsola.Brodench@supinfo.com,1994-12-17,Paris,2019-2020,2,SNCF,Msc2,85.31
6361,Christal,Gibbeon,Christal.Gibbeon@supinfo.com,1996-10-30,Paris,2019-2020,1,LCL,Msc1,87.23
6362,Inga,Schlosser,Inga.Schlosser@supinfo.com,1998-10-13,Tours,2019-2020,1,Engie,Msc2,89.26
6363,Carilyn,Cadmar,Carilyn.Cadmar@supinfo.com,1997-03-28,Paris,2019-2020,2,Carrefour,Msc1,64.84
6364,Trudie,Imelida,Trudie.Imelida@supinfo.com,1997-03-13,Lyon,2019-2020,1,RTE,Msc1,40.6
6365,Malina,Yorick,Malina.Yorick@supinfo.com,1997-11-07,Lyon,2019-2020,1,SNCF,Msc1,75.62
6366,Fanchon,Drisko,Fanchon.Drisko@supinfo.com,1998-03-09,Caen,2019-2020,2,Talan,Msc2,88.18
6367,Max,Yuille,Max.Yuille@supinfo.com,1995-07-13,Lille,2019-2020,1,Amazon,Msc1,92.92
6368,Addia,Dunkin,Addia.Dunkin@supinfo.com,1994-04-29,Tours,2019-2020,2,SNCF,Msc1,82.58
6369,Angelique,Rubie,Angelique.Rubie@supinfo.com,1999-04-13,Lille,2019-2020,2,RTE,Msc2,41.44
6370,Joleen,Felizio,Joleen.Felizio@supinfo.com,1999-10-31,Caen,2019-2020,1,RTE,Bsc,95.19
6371,Adore,Sprage,Adore.Sprage@supinfo.com,1998-06-01,Lille,2019-2020,1,EDF,Msc1,68.5
6372,Deedee,Sothena,Deedee.Sothena@supinfo.com,1997-01-11,Lyon,2019-2020,2,BNP Paribas,Bsc,90.9
6373,Netty,Kenney,Netty.Kenney@supinfo.com,1995-05-20,Lyon,2019-2020,2,BNP Paribas,Msc2,59.65
6374,Merle,Gabrielli,Merle.Gabrielli@supinfo.com,1994-08-31,Lyon,2019-2020,2,Engie,Bsc,88.34
6375,Marleah,Oriana,Marleah.Oriana@supinfo.com,1997-09-08,Paris,2019-2020,1,LCL,Msc1,57.41
6376,Adelle,Codding,Adelle.Codding@supinfo.com,1995-06-03,Paris,2019-2020,2,EDF,Bsc,59.67
6377,Krystle,Mata,Krystle.Mata@supinfo.com,1997-10-26,Paris,2019-2020,2,Capgemini,Bsc,58.54
6378,Fernande,Wilkinson,Fernande.Wilkinson@supinfo.com,1994-04-27,Lyon,2019-2020,1,Carrefour,Msc2,91.63
6379,Rosene,Shuler,Rosene.Shuler@supinfo.com,1999-12-02,Lille,2019-2020,2,Carrefour,Msc1,42.82
6380,Susette,Anderea,Susette.Anderea@supinfo.com,1998-01-08,Lyon,2019-2020,2,RTE,Bsc,35.96
6381,Elfreda,Felecia,Elfreda.Felecia@supinfo.com,1998-03-03,Caen,2019-2020,2,BNP Paribas,Bsc,74.8
6382,Lizzie,Hathaway,Lizzie.Hathaway@supinfo.com,1997-09-13,Paris,2019-2020,2,LCL,Bsc,47.65
6383,Marcelline,Himelman,Marcelline.Himelman@supinfo.com,1998-04-15,Lyon,2019-2020,2,BNP Paribas,Msc2,75.95
6384,Merrie,Hedve,Merrie.Hedve@supinfo.com,1997-04-22,Caen,2019-2020,1,SNCF,Msc1,66.38
6385,Shel,Lauraine,Shel.Lauraine@supinfo.com,1999-08-12,Lyon,2019-2020,2,Amazon,Bsc,56.09
6386,Therine,Martsen,Therine.Martsen@supinfo.com,1994-12-18,Paris,2019-2020,2,Amazon,Bsc,33.62
6387,Beth,Azeria,Beth.Azeria@supinfo.com,1999-12-25,Paris,2019-2020,1,Enedis,Msc1,58.67
6388,Noelle,Kirbee,Noelle.Kirbee@supinfo.com,1995-10-12,Lille,2019-2020,1,Carrefour,Msc1,66.18
6389,Dagmar,Emmy,Dagmar.Emmy@supinfo.com,1999-06-16,Tours,2019-2020,1,LCL,Msc1,36.88
6390,Corene,Clie,Corene.Clie@supinfo.com,1997-05-12,Caen,2019-2020,2,Enedis,Msc2,35.76
6391,Eolanda,Verger,Eolanda.Verger@supinfo.com,1996-08-25,Tours,2019-2020,2,Enedis,Msc1,86.02
6392,Rosene,Katrine,Rosene.Katrine@supinfo.com,1996-07-29,Tours,2019-2020,1,Talan,Msc1,41.67
6393,Concettina,Francene,Concettina.Francene@supinfo.com,1995-10-15,Paris,2019-2020,2,Enedis,Msc1,51.4
6394,Ermengarde,Oster,Ermengarde.Oster@supinfo.com,1995-07-24,Lyon,2019-2020,1,EDF,Bsc,84.91
6395,Roberta,Harned,Roberta.Harned@supinfo.com,1999-10-21,Tours,2019-2020,2,Amazon,Msc2,74.59
6396,Cherilyn,Isacco,Cherilyn.Isacco@supinfo.com,1995-09-16,Tours,2019-2020,1,BNP Paribas,Msc1,30.85
6397,Jackie,Schalles,Jackie.Schalles@supinfo.com,1995-07-21,Caen,2019-2020,1,Engie,Bsc,83.66
6398,Sallie,Evangelia,Sallie.Evangelia@supinfo.com,1995-09-26,Lille,2019-2020,1,LCL,Bsc,64.82
6399,Phylis,Quinn,Phylis.Quinn@supinfo.com,1996-11-06,Lyon,2019-2020,1,Enedis,Msc2,83.8
6400,Romona,Georas,Romona.Georas@supinfo.com,1995-08-27,Caen,2019-2020,1,LCL,Msc2,88.83
6401,Janey,Carey,Janey.Carey@supinfo.com,1994-01-14,Lyon,2019-2020,2,LCL,Bsc,90.53
6402,Rivalee,Chrystel,Rivalee.Chrystel@supinfo.com,1996-10-16,Paris,2019-2020,1,LCL,Bsc,39.61
6403,Myrtice,Tatianas,Myrtice.Tatianas@supinfo.com,1997-09-08,Lille,2019-2020,1,Amazon,Bsc,34.42
6404,Elora,Olin,Elora.Olin@supinfo.com,1997-01-17,Tours,2019-2020,2,Talan,Bsc,86.33
6405,Diena,Lane,Diena.Lane@supinfo.com,1996-12-13,Lyon,2019-2020,2,BNP Paribas,Msc2,36.7
6406,Philis,Christal,Philis.Christal@supinfo.com,1996-09-09,Tours,2019-2020,2,Amazon,Msc2,54.78
6407,Tarra,Wandie,Tarra.Wandie@supinfo.com,1996-01-02,Paris,2019-2020,2,LCL,Bsc,40.52
6408,Jenilee,Pascia,Jenilee.Pascia@supinfo.com,1995-03-24,Tours,2019-2020,1,Carrefour,Bsc,81.16
6409,Myriam,Eliathas,Myriam.Eliathas@supinfo.com,1994-08-03,Tours,2019-2020,1,RTE,Bsc,91.75
6410,Correy,Imelida,Correy.Imelida@supinfo.com,1999-07-22,Paris,2019-2020,2,Enedis,Bsc,90.41
6411,Kary,Vorster,Kary.Vorster@supinfo.com,1998-09-08,Tours,2019-2020,1,Talan,Msc2,91.67
6412,Cecile,Westphal,Cecile.Westphal@supinfo.com,1995-09-12,Lille,2019-2020,2,RTE,Msc1,75.86
6413,Jorry,Zina,Jorry.Zina@supinfo.com,1994-02-06,Tours,2019-2020,2,Enedis,Msc2,31.68
6414,Quintina,Sacken,Quintina.Sacken@supinfo.com,1994-10-13,Paris,2019-2020,2,BNP Paribas,Msc1,34.99
6415,Roxane,Anastatius,Roxane.Anastatius@supinfo.com,1998-10-20,Lille,2019-2020,1,Talan,Bsc,66.31
6416,Pollyanna,McGrody,Pollyanna.McGrody@supinfo.com,1994-05-23,Lille,2019-2020,2,Carrefour,Bsc,77.32
6417,Sherrie,Colp,Sherrie.Colp@supinfo.com,1997-10-18,Caen,2019-2020,1,RTE,Msc1,40.93
6418,Beatriz,Scammon,Beatriz.Scammon@supinfo.com,1995-07-06,Lyon,2019-2020,2,Talan,Bsc,37.5
6419,Netty,Dimitris,Netty.Dimitris@supinfo.com,1994-05-05,Lille,2019-2020,1,Engie,Msc2,84.69
6420,Caryl,Hillel,Caryl.Hillel@supinfo.com,1994-01-24,Tours,2019-2020,2,LCL,Msc2,33.57
6421,Fredericka,Taima,Fredericka.Taima@supinfo.com,1994-11-27,Caen,2019-2020,1,RTE,Msc1,39.82
6422,Marjie,Flita,Marjie.Flita@supinfo.com,1995-09-25,Tours,2019-2020,1,Enedis,Msc2,45.68
6423,Caritta,Trey,Caritta.Trey@supinfo.com,1999-10-15,Lyon,2019-2020,1,Enedis,Msc2,35.43
6424,Dolli,Whiffen,Dolli.Whiffen@supinfo.com,1995-02-06,Paris,2019-2020,1,Carrefour,Bsc,83.85
6425,Aurore,Natica,Aurore.Natica@supinfo.com,1996-12-24,Lille,2019-2020,1,LCL,Msc1,89.64
6426,Consuela,Bultman,Consuela.Bultman@supinfo.com,1998-06-07,Lille,2019-2020,1,BNP Paribas,Msc2,63.52
6427,Willetta,Pierette,Willetta.Pierette@supinfo.com,1995-06-02,Lille,2019-2020,1,SNCF,Bsc,38.55
6428,Antonietta,Colp,Antonietta.Colp@supinfo.com,1994-01-01,Tours,2019-2020,1,SNCF,Msc2,51.23
6429,Annabela,Leler,Annabela.Leler@supinfo.com,1994-04-28,Tours,2019-2020,1,Engie,Msc1,55.92
6430,Paulita,Chrystel,Paulita.Chrystel@supinfo.com,1997-10-27,Tours,2019-2020,1,Engie,Msc2,50.47
6431,Lizzie,Charity,Lizzie.Charity@supinfo.com,1994-11-11,Caen,2019-2020,2,Engie,Msc1,57.72
6432,Cyndie,Kelula,Cyndie.Kelula@supinfo.com,1999-03-29,Paris,2019-2020,2,Amazon,Msc1,59.03
6433,Consuela,Solitta,Consuela.Solitta@supinfo.com,1994-12-09,Tours,2019-2020,1,Amazon,Msc1,48.45
6434,Bee,Wildermuth,Bee.Wildermuth@supinfo.com,1997-11-07,Lille,2019-2020,2,SNCF,Msc1,60.07
6435,Lulita,Fosque,Lulita.Fosque@supinfo.com,1998-01-17,Lyon,2019-2020,2,Amazon,Bsc,86.11
6436,Isa,Oriana,Isa.Oriana@supinfo.com,1995-01-03,Paris,2019-2020,2,EDF,Msc2,74.55
6437,Hallie,Brandice,Hallie.Brandice@supinfo.com,1995-12-27,Lille,2019-2020,1,Enedis,Bsc,64.81
6438,Theodora,Rozanna,Theodora.Rozanna@supinfo.com,1998-01-02,Lille,2019-2020,1,RTE,Bsc,80.29
6439,Corene,Means,Corene.Means@supinfo.com,1995-07-13,Lille,2019-2020,1,Talan,Msc1,82.92
6440,Cathie,Rillings,Cathie.Rillings@supinfo.com,1996-12-13,Caen,2019-2020,2,Enedis,Msc2,65.55
6441,Madeleine,Curren,Madeleine.Curren@supinfo.com,1999-10-31,Caen,2019-2020,1,LCL,Bsc,82.98
6442,Amalie,Jeanne,Amalie.Jeanne@supinfo.com,1998-08-22,Lyon,2019-2020,1,Talan,Bsc,68.75
6443,Riannon,Philipp,Riannon.Philipp@supinfo.com,1995-05-03,Caen,2019-2020,2,SNCF,Msc2,48.17
6444,Joleen,Stephie,Joleen.Stephie@supinfo.com,1999-07-19,Paris,2019-2020,2,BNP Paribas,Msc1,72.13
6445,Joelly,Sekofski,Joelly.Sekofski@supinfo.com,1999-12-24,Tours,2019-2020,1,RTE,Msc1,41.04
6446,Caryl,Roche,Caryl.Roche@supinfo.com,1999-08-11,Lille,2019-2020,1,Carrefour,Msc1,39.1
6447,Raf,Gahl,Raf.Gahl@supinfo.com,1998-02-08,Lille,2019-2020,2,Capgemini,Bsc,82.08
6448,Willetta,Wareing,Willetta.Wareing@supinfo.com,1996-02-26,Lyon,2019-2020,2,Enedis,Msc2,41.44
6449,Minne,Bennie,Minne.Bennie@supinfo.com,1999-11-25,Tours,2019-2020,2,Engie,Bsc,41.74
6450,Marinna,Denis,Marinna.Denis@supinfo.com,1996-10-05,Lille,2019-2020,2,Amazon,Bsc,66.95
6451,Maye,Shama,Maye.Shama@supinfo.com,1994-01-29,Caen,2019-2020,1,RTE,Bsc,36.49
6452,Gaylene,Stelle,Gaylene.Stelle@supinfo.com,1995-03-12,Tours,2019-2020,2,Capgemini,Bsc,61
6453,Brana,Adlare,Brana.Adlare@supinfo.com,1999-09-22,Lille,2019-2020,2,RTE,Msc1,48.33
6454,Elfreda,Maryanne,Elfreda.Maryanne@supinfo.com,1995-10-30,Caen,2019-2020,2,LCL,Bsc,80.18
6455,Paola,Beniamino,Paola.Beniamino@supinfo.com,1997-08-15,Lyon,2019-2020,2,BNP Paribas,Bsc,93.09
6456,Tera,Raul,Tera.Raul@supinfo.com,1996-08-14,Lille,2019-2020,2,RTE,Msc2,82.9
6457,Abbie,Barrus,Abbie.Barrus@supinfo.com,1999-03-02,Tours,2019-2020,1,RTE,Bsc,41.67
6458,Cassandra,Wesle,Cassandra.Wesle@supinfo.com,1995-02-14,Lille,2019-2020,2,Amazon,Msc2,67.33
6459,Fawne,Pelagias,Fawne.Pelagias@supinfo.com,1999-11-27,Tours,2019-2020,2,EDF,Msc1,30.56
6460,Melodie,Ethban,Melodie.Ethban@supinfo.com,1996-12-19,Lyon,2019-2020,2,Engie,Msc1,56.7
6461,Moyna,Rugen,Moyna.Rugen@supinfo.com,1998-05-26,Paris,2019-2020,1,Engie,Bsc,63.4
6462,Cacilie,Valerio,Cacilie.Valerio@supinfo.com,1996-04-07,Paris,2019-2020,2,Enedis,Msc1,67.52
6463,Chastity,Sawtelle,Chastity.Sawtelle@supinfo.com,1997-08-27,Caen,2019-2020,1,LCL,Msc1,57.73
6464,Celisse,Lowry,Celisse.Lowry@supinfo.com,1995-08-05,Tours,2019-2020,1,Capgemini,Bsc,70.82
6465,Gilda,Rocray,Gilda.Rocray@supinfo.com,1995-02-01,Lyon,2019-2020,2,Engie,Bsc,46.37
6466,Odessa,Seumas,Odessa.Seumas@supinfo.com,1995-07-19,Lille,2019-2020,2,EDF,Msc2,33.15
6467,Sara-Ann,Vins,Sara-Ann.Vins@supinfo.com,1999-07-31,Caen,2019-2020,2,EDF,Msc1,46.17
6468,Deane,Quent,Deane.Quent@supinfo.com,1995-11-03,Lille,2019-2020,1,Engie,Msc1,43.78
6469,Fernande,Podvin,Fernande.Podvin@supinfo.com,1999-07-23,Tours,2019-2020,2,Carrefour,Msc1,74.52
6470,Maisey,Soneson,Maisey.Soneson@supinfo.com,1997-10-24,Lille,2019-2020,2,LCL,Bsc,54.4
6471,Brana,Haerr,Brana.Haerr@supinfo.com,1999-01-28,Lille,2019-2020,2,LCL,Msc1,62.88
6472,Maridel,Sidonius,Maridel.Sidonius@supinfo.com,1999-10-21,Lille,2019-2020,2,EDF,Bsc,50.9
6473,Britni,Tacye,Britni.Tacye@supinfo.com,1995-01-01,Paris,2019-2020,2,BNP Paribas,Msc1,37.69
6474,Gui,Devlen,Gui.Devlen@supinfo.com,1998-05-09,Lille,2019-2020,2,Carrefour,Msc1,92.84
6475,Lanae,Borrell,Lanae.Borrell@supinfo.com,1994-12-27,Tours,2019-2020,1,Amazon,Bsc,65.34
6476,Adelle,Justinn,Adelle.Justinn@supinfo.com,1995-01-22,Tours,2019-2020,2,Capgemini,Msc2,60.62
6477,Gerrie,Phi,Gerrie.Phi@supinfo.com,1998-12-05,Lyon,2019-2020,2,EDF,Bsc,68.08
6478,Danny,Fancie,Danny.Fancie@supinfo.com,1996-09-09,Caen,2019-2020,2,Engie,Msc1,56.16
6479,Micheline,Sibyls,Micheline.Sibyls@supinfo.com,1994-01-28,Caen,2019-2020,2,SNCF,Msc2,56.96
6480,Judy,Carvey,Judy.Carvey@supinfo.com,1994-10-06,Caen,2019-2020,1,Carrefour,Bsc,39.56
6481,Nananne,Anton,Nananne.Anton@supinfo.com,1994-10-02,Lille,2019-2020,1,RTE,Msc2,34.71
6482,Maud,Zrike,Maud.Zrike@supinfo.com,1995-08-23,Lyon,2019-2020,1,LCL,Msc2,74.22
6483,Libbie,Joseph,Libbie.Joseph@supinfo.com,1999-12-02,Lille,2019-2020,1,RTE,Bsc,91.09
6484,Thalia,Klotz,Thalia.Klotz@supinfo.com,1994-09-26,Lille,2019-2020,1,Amazon,Bsc,86.24
6485,Annecorinne,Muriel,Annecorinne.Muriel@supinfo.com,1997-10-24,Lyon,2019-2020,2,Amazon,Msc2,54.21
6486,Ellette,Maiah,Ellette.Maiah@supinfo.com,1997-12-17,Caen,2019-2020,2,Enedis,Bsc,82.4
6487,Berta,Adalbert,Berta.Adalbert@supinfo.com,1999-06-05,Lille,2019-2020,2,SNCF,Bsc,95.86
6488,Steffane,Fontana,Steffane.Fontana@supinfo.com,1994-02-27,Lyon,2019-2020,1,Engie,Msc2,63.4
6489,Mahalia,Koziara,Mahalia.Koziara@supinfo.com,1997-09-14,Tours,2019-2020,1,BNP Paribas,Msc2,91.07
6490,Lynde,Han,Lynde.Han@supinfo.com,1995-02-12,Paris,2019-2020,1,Capgemini,Msc1,48.73
6491,Nanete,Bakerman,Nanete.Bakerman@supinfo.com,1995-07-06,Caen,2019-2020,2,Enedis,Msc2,37.96
6492,Paulita,Schroth,Paulita.Schroth@supinfo.com,1996-12-05,Tours,2019-2020,1,Engie,Bsc,39.5
6493,Ayn,Lynn,Ayn.Lynn@supinfo.com,1999-03-27,Caen,2019-2020,1,SNCF,Msc1,75.21
6494,Hermione,Sasnett,Hermione.Sasnett@supinfo.com,1998-02-14,Paris,2019-2020,1,EDF,Msc2,41.4
6495,Allis,Firmin,Allis.Firmin@supinfo.com,1996-08-20,Tours,2019-2020,1,BNP Paribas,Msc1,47.78
6496,June,Scammon,June.Scammon@supinfo.com,1995-01-28,Tours,2019-2020,1,RTE,Bsc,33.95
6497,Lenna,Henebry,Lenna.Henebry@supinfo.com,1994-12-05,Lille,2019-2020,1,SNCF,Msc1,50.29
6498,Leona,Zetta,Leona.Zetta@supinfo.com,1996-11-10,Paris,2019-2020,1,Engie,Msc2,31.65
6499,Modestia,Alejoa,Modestia.Alejoa@supinfo.com,1996-01-17,Lille,2019-2020,2,Carrefour,Msc2,38.69
6500,Dotty,Kiersten,Dotty.Kiersten@supinfo.com,1994-12-17,Paris,2019-2020,1,Carrefour,Msc1,94.71
6501,Libbie,Marijo,Libbie.Marijo@supinfo.com,1998-09-29,Caen,2019-2020,1,Carrefour,Msc1,47.31
6502,Millie,Fosque,Millie.Fosque@supinfo.com,1999-02-13,Lyon,2019-2020,1,BNP Paribas,Bsc,70.03
6503,Margette,Aloise,Margette.Aloise@supinfo.com,1995-03-11,Caen,2019-2020,2,Talan,Msc1,76.81
6504,Florie,Oneida,Florie.Oneida@supinfo.com,1994-10-02,Paris,2019-2020,2,EDF,Msc1,43.73
6505,Catrina,Kress,Catrina.Kress@supinfo.com,1997-09-30,Lyon,2019-2020,2,Talan,Msc2,30.65
6506,Ericka,Lauraine,Ericka.Lauraine@supinfo.com,1994-04-01,Paris,2019-2020,2,Carrefour,Msc2,60.89
6507,Carilyn,Chapland,Carilyn.Chapland@supinfo.com,1997-03-26,Lyon,2019-2020,1,Capgemini,Msc1,85.33
6508,Keelia,Alarise,Keelia.Alarise@supinfo.com,1996-03-19,Lyon,2019-2020,1,RTE,Msc2,30.2
6509,Lita,Rosalba,Lita.Rosalba@supinfo.com,1996-01-29,Caen,2019-2020,2,BNP Paribas,Bsc,86.69
6510,Yolane,Johnsson,Yolane.Johnsson@supinfo.com,1994-11-21,Caen,2019-2020,1,SNCF,Msc1,83.04
6511,Korrie,Bakerman,Korrie.Bakerman@supinfo.com,1994-08-17,Tours,2019-2020,2,Capgemini,Msc2,95.95
6512,Theodora,Destinee,Theodora.Destinee@supinfo.com,1995-08-17,Paris,2019-2020,1,Amazon,Msc1,40.33
6513,Queenie,Parsaye,Queenie.Parsaye@supinfo.com,1997-12-28,Lyon,2019-2020,1,Talan,Bsc,52.8
6514,Fina,Annice,Fina.Annice@supinfo.com,1997-07-22,Caen,2019-2020,2,LCL,Msc1,69.9
6515,Sam,Merell,Sam.Merell@supinfo.com,1997-05-16,Paris,2019-2020,1,Enedis,Bsc,79.99
6516,Hettie,Sothena,Hettie.Sothena@supinfo.com,1994-07-20,Lyon,2019-2020,1,Enedis,Msc1,34.83
6517,Amara,Esmaria,Amara.Esmaria@supinfo.com,1998-08-29,Lyon,2019-2020,1,Amazon,Msc2,54.43
6518,Raquela,Kellby,Raquela.Kellby@supinfo.com,1995-05-10,Tours,2019-2020,1,EDF,Bsc,31.46
6519,Ulrike,Screens,Ulrike.Screens@supinfo.com,1997-03-11,Paris,2019-2020,2,EDF,Msc2,65.67
6520,Charmaine,Stanwood,Charmaine.Stanwood@supinfo.com,1995-12-23,Caen,2019-2020,1,Engie,Bsc,54.41
6521,Joceline,Wyn,Joceline.Wyn@supinfo.com,1995-07-02,Caen,2019-2020,2,Capgemini,Bsc,44.86
6522,Elena,Jethro,Elena.Jethro@supinfo.com,1996-09-21,Paris,2019-2020,1,Engie,Msc1,73.15
6523,Berta,Jacinda,Berta.Jacinda@supinfo.com,1999-03-30,Tours,2019-2020,2,Enedis,Msc1,44.1
6524,Dode,Ariella,Dode.Ariella@supinfo.com,1994-07-21,Caen,2019-2020,2,SNCF,Bsc,91.27
6525,Danny,Bury,Danny.Bury@supinfo.com,1998-01-15,Paris,2019-2020,2,Amazon,Msc1,73.44
6526,Ericka,Glenden,Ericka.Glenden@supinfo.com,1998-04-08,Lyon,2019-2020,2,Enedis,Msc2,78.68
6527,Mignon,Ludewig,Mignon.Ludewig@supinfo.com,1995-03-22,Lille,2019-2020,2,Amazon,Msc2,74.06
6528,Hayley,Weide,Hayley.Weide@supinfo.com,1996-01-04,Lyon,2019-2020,1,RTE,Msc2,38.44
6529,Fayre,Wittie,Fayre.Wittie@supinfo.com,1995-07-25,Lyon,2019-2020,2,EDF,Msc2,64.3
6530,Robinia,Sammons,Robinia.Sammons@supinfo.com,1995-05-15,Lyon,2019-2020,1,Capgemini,Msc1,88.68
6531,Hollie,Abbot,Hollie.Abbot@supinfo.com,1996-05-20,Paris,2019-2020,1,RTE,Msc1,79.63
6532,Trixi,Chick,Trixi.Chick@supinfo.com,1995-02-27,Tours,2019-2020,1,SNCF,Msc2,58.76
6533,Sissy,Smitt,Sissy.Smitt@supinfo.com,1997-12-06,Lyon,2019-2020,2,LCL,Msc1,48.9
6534,Elora,Daniele,Elora.Daniele@supinfo.com,1994-04-24,Lyon,2019-2020,2,Talan,Msc2,63.47
6535,Livvyy,Alfons,Livvyy.Alfons@supinfo.com,1997-06-14,Lyon,2019-2020,1,Talan,Msc1,70.72
6536,Cathyleen,Codding,Cathyleen.Codding@supinfo.com,1994-01-30,Lille,2019-2020,2,Engie,Msc1,69.63
6537,Nataline,Anyah,Nataline.Anyah@supinfo.com,1996-01-15,Caen,2019-2020,2,Carrefour,Msc2,60.95
6538,Joeann,Astra,Joeann.Astra@supinfo.com,1997-03-05,Paris,2019-2020,1,Talan,Msc1,45.47
6539,Aubrie,Whiffen,Aubrie.Whiffen@supinfo.com,1996-05-29,Tours,2019-2020,1,Enedis,Msc1,92.02
6540,Gertrud,Bonucci,Gertrud.Bonucci@supinfo.com,1994-07-26,Tours,2019-2020,2,Capgemini,Bsc,90.93
6541,Tatiania,Clara,Tatiania.Clara@supinfo.com,1996-11-04,Paris,2019-2020,1,Talan,Bsc,79.63
6542,Elora,Elvyn,Elora.Elvyn@supinfo.com,1994-01-05,Caen,2019-2020,1,Enedis,Msc2,56.49
6543,Shaylyn,Bobbee,Shaylyn.Bobbee@supinfo.com,1998-08-25,Caen,2019-2020,1,Capgemini,Msc2,88.27
6544,Mahalia,Kress,Mahalia.Kress@supinfo.com,1998-01-11,Paris,2019-2020,2,Engie,Msc2,59.06
6545,Anallese,Charmine,Anallese.Charmine@supinfo.com,1998-10-05,Tours,2019-2020,2,Talan,Msc1,85.03
6546,Miquela,Morgun,Miquela.Morgun@supinfo.com,1997-03-09,Paris,2019-2020,1,BNP Paribas,Bsc,93.32
6547,Trudie,Concha,Trudie.Concha@supinfo.com,1995-12-08,Lille,2019-2020,2,SNCF,Bsc,59.88
6548,Rosabelle,Therine,Rosabelle.Therine@supinfo.com,1999-02-25,Lyon,2019-2020,2,Capgemini,Msc2,73.85
6549,Christal,Vins,Christal.Vins@supinfo.com,1995-03-05,Caen,2019-2020,2,Capgemini,Bsc,74.41
6550,Lesly,Wilkinson,Lesly.Wilkinson@supinfo.com,1997-12-09,Paris,2019-2020,2,Amazon,Msc1,38.92
6551,Orelia,Hepsibah,Orelia.Hepsibah@supinfo.com,1996-11-16,Paris,2019-2020,1,Enedis,Msc2,43.75
6552,Lenna,O'Neill,Lenna.O'Neill@supinfo.com,1998-04-02,Lyon,2019-2020,1,Carrefour,Msc1,62.07
6553,Halette,Wu,Halette.Wu@supinfo.com,1999-11-22,Caen,2019-2020,2,Capgemini,Msc1,52.47
6554,Reeba,Urania,Reeba.Urania@supinfo.com,1996-02-17,Lille,2019-2020,1,Capgemini,Msc2,76.78
6555,Bill,Wareing,Bill.Wareing@supinfo.com,1995-06-14,Lyon,2019-2020,2,RTE,Msc2,81.87
6556,Selia,Amadas,Selia.Amadas@supinfo.com,1998-03-30,Tours,2019-2020,2,Amazon,Bsc,30.79
6557,Aimil,Taam,Aimil.Taam@supinfo.com,1996-07-05,Paris,2019-2020,1,Amazon,Bsc,42.53
6558,Aurelie,Aaberg,Aurelie.Aaberg@supinfo.com,1999-10-15,Lille,2019-2020,1,Capgemini,Bsc,84.18
6559,Leanna,Merat,Leanna.Merat@supinfo.com,1996-09-21,Tours,2019-2020,2,EDF,Bsc,76.04
6560,Cordi,Wu,Cordi.Wu@supinfo.com,1995-07-07,Lyon,2019-2020,2,SNCF,Bsc,41.51
6561,Alyda,Morehouse,Alyda.Morehouse@supinfo.com,1997-12-14,Lyon,2019-2020,2,Talan,Msc2,37.71
6562,Tami,Destinee,Tami.Destinee@supinfo.com,1994-11-18,Lille,2019-2020,1,LCL,Msc1,92.21
6563,Rhea,Bryna,Rhea.Bryna@supinfo.com,1994-02-27,Lille,2019-2020,2,Talan,Msc2,46.84
6564,Tatiania,Pitt,Tatiania.Pitt@supinfo.com,1995-01-29,Tours,2019-2020,2,Capgemini,Msc1,61.51
6565,Rivalee,Saint,Rivalee.Saint@supinfo.com,1997-06-19,Tours,2019-2020,2,Talan,Msc1,88.32
6566,Catrina,Prouty,Catrina.Prouty@supinfo.com,1994-11-10,Paris,2019-2020,1,Talan,Msc2,60.92
6567,Rubie,Devlen,Rubie.Devlen@supinfo.com,1994-04-02,Lille,2019-2020,2,Engie,Bsc,61.44
6568,Luci,Holbrook,Luci.Holbrook@supinfo.com,1999-03-21,Tours,2019-2020,1,Amazon,Msc2,34.23
6569,Ilse,Krystle,Ilse.Krystle@supinfo.com,1996-11-03,Lyon,2019-2020,1,EDF,Msc1,63.4
6570,Wendi,Pyle,Wendi.Pyle@supinfo.com,1995-02-05,Lille,2019-2020,1,Amazon,Bsc,73.25
6571,Robbi,Ackerley,Robbi.Ackerley@supinfo.com,1995-03-04,Lille,2019-2020,2,Enedis,Msc1,73.91
6572,Damaris,Niccolo,Damaris.Niccolo@supinfo.com,1998-02-17,Paris,2019-2020,1,EDF,Bsc,71.76
6573,Ethel,Alabaster,Ethel.Alabaster@supinfo.com,1999-12-10,Lille,2019-2020,2,Enedis,Msc2,61.64
6574,Sharlene,Tillford,Sharlene.Tillford@supinfo.com,1996-12-06,Lyon,2019-2020,1,SNCF,Bsc,92.01
